inv_id,art_code,quantity,expiration_date,batch_id
753,Cb1205,17,2025-11-24,485
754,Cb1205,153,2026-04-10,486
755,Cb1305,112,2025-10-27,487
756,Cb1305,70,2025-07-21,488
757,Cb1305,40,2026-02-24,489
758,Cb1305,328,2026-04-19,490
759,Cb32295,260,2025-07-12,491
760,Cb32295,10,2026-03-20,492
761,Cb32295,23,2025-10-01,493
762,Cb32305,512,2025-12-30,494
763,Cb32305,247,2026-01-26,495
764,Cb32305,73,2025-12-13,496
765,Cb32305,10,2025-09-06,497
766,Cb32305,120,2025-12-25,498
767,Cb32315,10,2026-01-22,499
768,Cb32315,44,2026-05-12,500
769,Cb32315,13,2026-02-16,501
770,Cb32335,637,2026-05-12,502
771,Cb32335,55,2025-11-24,503
772,Cb32335,10,2026-03-11,504
773,Cb32335,115,2026-01-11,505
774,Cb32335,290,2026-04-23,506
775,Cb32345,825,2026-03-07,507
776,Cb32345,747,2025-08-27,508
777,Cb32345,191,2025-12-23,509
778,Cb32345,41,2026-06-11,510
779,Cb32345,478,2025-10-28,511
780,Cb32345,408,2026-06-25,512
781,Cb32355,121,2025-11-17,513
782,Cb32355,182,2025-08-08,514
783,Cb32355,614,2026-03-14,515
784,Cb32355,825,2025-10-27,516
785,Cb32355,435,2026-02-07,517
786,Cb32355,249,2025-07-17,518
787,Cb38985,469,2026-01-25,519
788,Cb38985,410,2025-06-26,520
789,Cb38985,424,2025-08-06,521
790,Cb38985,1000,2026-02-12,522
791,Cb38985,1000,2026-02-12,522
792,Cb38985,104,2026-02-12,522
793,Cb38985,1000,2025-11-14,523
794,Cb38985,50,2025-11-14,523
795,Cb38985,65,2026-03-05,524
796,Cb46995,773,2025-09-10,525
797,Cb46995,577,2025-08-06,526
798,Cb46995,1000,2026-03-10,527
799,Cb46995,1000,2026-03-10,527
800,Cb46995,541,2026-03-10,527
801,Cb46995,1000,2026-06-04,528
802,Cb46995,501,2026-06-04,528
803,Cb46995,602,2025-06-28,529
804,Cb47005,349,2025-12-14,530
805,Cb47005,30,2026-04-12,531
806,Cb47005,10,2025-10-30,532
807,Cb47005,64,2025-06-20,533
808,Cb47005,180,2026-01-04,534
809,Cb54025,1000,2026-02-22,535
810,Cb54025,147,2026-02-22,535
811,Cb54025,138,2025-09-13,536
812,Cb54025,44,2026-02-26,537
813,Cb54025,62,2025-11-18,538
814,Cb54025,490,2025-09-29,539
815,Cb54025,317,2025-12-21,540
816,Cb54035,13,2026-12-02,541
817,Cb54035,321,2026-03-11,542
818,Cb54035,1000,2027-04-28,543
819,Cb54035,605,2027-04-28,543
820,Cb54035,1000,2025-12-02,544
821,Cb54035,1000,2025-12-02,544
822,Cb54035,945,2025-12-02,544
823,Cb79453,714,2025-12-19,545
824,Cb79453,531,2025-08-30,546
825,Cb79453,77,2025-11-28,547
826,Cb79453,10,2025-09-10,548
827,Cb81175,10,2025-10-12,549
828,Cb81175,63,2025-10-12,550
829,Cb88823,320,2025-08-16,551
830,Cb88823,95,2025-11-21,552
831,N11905042,10,2025-11-15,553
832,N11905042,42,2026-05-28,554
833,N11905042,42,2025-10-08,555
834,N11905042,41,2026-02-20,556
835,N311S5,144,2025-08-29,557
836,N311S5,91,2025-08-17,558
837,N311S5,10,2025-11-29,559
838,R001156945,103,2025-05-19,560
839,R001156945,32,2025-07-13,561
840,R001157223,230,2025-09-14,562
841,R00502545,1000,2025-08-07,563
842,R00502545,484,2025-08-07,563
843,R00502545,541,2025-07-10,564
844,R00502545,1000,2025-08-23,565
845,R00502545,420,2025-08-23,565
846,R00502545,791,2025-08-29,566
847,R00502545,936,2025-08-14,567
848,R00502545,1000,2025-09-25,568
849,R00502545,674,2025-09-25,568
850,R811285,244,2025-06-23,569
851,R811285,163,2025-07-01,570
852,R829965,17,2025-07-07,571
853,R829965,13,2025-08-12,572
854,R829965,10,2025-07-28,573
855,R829965,60,2025-07-14,574
856,Ra0495,915,2025-06-08,575
857,Ra0495,399,2025-06-22,576
858,Ra0495,688,2025-07-08,577
859,Ra0495,1000,2025-07-18,578
860,Ra0495,590,2025-07-18,578
861,Ra26993,558,2025-06-01,579
862,Ra26993,10,2025-09-03,580
863,S00459561,30,2025-05-08,581
864,S00459561,27,2025-05-21,582
865,S00459561,10,2025-06-08,583
866,S00459561,10,2025-06-10,584
867,S00459561,232,2025-06-16,585
868,S110a3,10,2025-05-20,586
869,S110a3,84,2025-05-20,587
870,S110a3,480,2025-05-21,588
871,S110a3,10,2025-06-05,589
872,S110a3,10,2025-06-14,590
873,S110a3,76,2025-06-15,591
874,S110a3,10,2025-06-15,592
875,S111278393,321,2025-05-08,593
876,S111278393,535,2025-05-11,594
877,S111278393,148,2025-05-11,595
878,S111278393,218,2025-05-13,596
879,S111278393,1000,2025-05-09,597
880,S111278393,131,2025-05-09,597
881,S111278393,208,2025-05-15,598
882,S111278393,10,2025-05-10,599
883,S111278393,257,2025-05-11,600
884,S111278393,616,2025-05-11,601
885,S111278393,170,2025-05-15,602
886,S111278393,228,2025-05-13,603
887,S111278393,1000,2025-05-21,604
888,S111278393,44,2025-05-21,604
889,S111278393,1000,2025-05-21,605
890,S111278393,10,2025-05-21,605
891,S111278393,94,2025-05-18,606
892,S111278393,234,2025-05-21,607
893,S111278393,22,2025-05-25,608
894,S111278393,616,2025-05-23,609
895,S111278393,264,2025-05-21,610
896,S111278393,1000,2025-05-25,611
897,S111278393,1000,2025-05-25,611
898,S111278393,334,2025-05-25,611
899,S111278393,300,2025-05-26,612
900,S111278393,654,2025-05-29,613
901,S111278393,230,2025-05-28,614
902,S111278393,604,2025-06-01,615
903,S111278393,136,2025-05-28,616
904,S111278393,46,2025-05-31,617
905,S111278393,496,2025-06-02,618
906,S111278393,1000,2025-06-02,619
907,S111278393,56,2025-06-02,619
908,S111278393,1000,2025-06-03,620
909,S111278393,760,2025-06-03,620
910,S111278393,10,2025-05-31,621
911,S111278393,794,2025-06-03,622
912,S111278393,224,2025-06-09,623
913,S111278393,1000,2025-06-04,624
914,S111278393,92,2025-06-04,624
915,S111278393,568,2025-06-04,625
916,S111278393,170,2025-06-12,626
917,S111278393,255,2025-06-09,627
918,S111278393,202,2025-06-09,628
919,S111278393,252,2025-06-13,629
920,S111278393,658,2025-06-11,630
921,S111278393,1000,2025-06-13,631
922,S111278393,24,2025-06-13,631
923,S111278393,383,2025-06-14,632
924,S111278393,1000,2025-06-15,633
925,S111278393,34,2025-06-15,633
926,S111278393,334,2025-06-19,634
927,S111326115,900,2025-05-04,635
928,S111326115,438,2025-05-08,636
929,S111326115,663,2025-05-07,637
930,S111326115,10,2025-05-13,638
931,S111326115,737,2025-05-13,639
932,S111326115,160,2025-05-15,640
933,S111326115,1000,2025-05-13,641
934,S111326115,120,2025-05-13,641
935,S111326115,297,2025-05-14,642
936,S111326115,64,2025-05-16,643
937,S111326115,502,2025-05-15,644
938,S111326115,546,2025-05-14,645
939,S111326115,1000,2025-05-19,646
940,S111326115,334,2025-05-19,646
941,S111326115,1000,2025-05-15,647
942,S111326115,299,2025-05-15,647
943,S111326115,70,2025-05-22,648
944,S111326115,368,2025-05-23,649
945,S111326115,1000,2025-05-19,650
946,S111326115,455,2025-05-19,650
947,S111326115,138,2025-05-23,651
948,S111326115,300,2025-05-27,652
949,S111326115,132,2025-05-27,653
950,S111326115,338,2025-05-23,654
951,S111326115,264,2025-05-29,655
952,S111326115,612,2025-05-30,656
953,S111326115,903,2025-05-28,657
954,S111326115,876,2025-05-26,658
955,S111326115,696,2025-05-30,659
956,S111326115,30,2025-05-28,660
957,S111326115,922,2025-06-04,661
958,S111326115,773,2025-06-04,662
959,S111326115,66,2025-06-07,663
960,S111326115,10,2025-06-05,664
961,S111326115,144,2025-06-08,665
962,S111326115,448,2025-06-03,666
963,S111326115,70,2025-06-04,667
964,S111326115,356,2025-06-05,668
965,S111326115,256,2025-06-12,669
966,S111326115,269,2025-06-08,670
967,S111326115,296,2025-06-13,671
968,S111326115,776,2025-06-10,672
969,S111326115,596,2025-06-14,673
970,S111326115,102,2025-06-17,674
971,S111326115,608,2025-06-12,675
972,S111326115,198,2025-06-18,676
973,S111326145,18,2025-05-09,677
974,S111326145,54,2025-05-09,678
975,S111326145,22,2025-05-13,679
976,S111326145,908,2025-05-18,680
977,S111326145,12,2025-05-21,681
978,S111326145,279,2025-05-21,682
979,S111326145,10,2025-05-26,683
980,S111326145,14,2025-05-22,684
981,S111326145,643,2025-05-24,685
982,S111326145,825,2025-05-30,686
983,S111326145,30,2025-05-27,687
984,S111326145,12,2025-06-06,688
985,S111326145,638,2025-06-03,689
986,S111326145,1000,2025-06-15,690
987,S111326145,518,2025-06-15,690
988,S111326145,420,2025-06-13,691
989,S111354893,10,2025-05-10,692
990,S111354893,10,2025-05-09,693
991,S111354893,218,2025-05-10,694
992,S111354893,226,2025-05-12,695
993,S111354893,12,2025-05-10,696
994,S111354893,10,2025-05-14,697
995,S111354893,247,2025-05-15,698
996,S111354893,62,2025-05-18,699
997,S111354893,677,2025-05-20,700
998,S111354893,10,2025-05-19,701
999,S111354893,162,2025-05-23,702
1000,S111354893,18,2025-05-24,703
1001,S111354893,134,2025-05-24,704
1002,S111354893,18,2025-05-25,705
1003,S111354893,92,2025-05-29,706
1004,S111354893,10,2025-05-26,707
1005,S111354893,230,2025-06-07,708
1006,S111354893,36,2025-06-06,709
1007,S111354893,10,2025-06-10,710
1008,S111354893,16,2025-06-06,711
1009,S111354893,10,2025-06-09,712
1010,S111354893,118,2025-06-12,713
1011,S111354893,14,2025-06-12,714
1012,S111354893,404,2025-06-14,715
1013,S111354893,320,2025-06-12,716
1014,S111354893,66,2025-06-13,717
1015,S11501543,637,2025-05-09,718
1016,S11501543,48,2025-05-04,719
1017,S11501543,230,2025-05-06,720
1018,S11501543,46,2025-05-07,721
1019,S11501543,104,2025-05-13,722
1020,S11501543,679,2025-05-13,723
1021,S11501543,42,2025-05-11,724
1022,S11501543,20,2025-05-14,725
1023,S11501543,10,2025-05-17,726
1024,S11501543,564,2025-05-18,727
1025,S11501543,457,2025-05-16,728
1026,S11501543,204,2025-05-22,729
1027,S11501543,10,2025-05-17,730
1028,S11501543,554,2025-05-18,731
1029,S11501543,60,2025-05-21,732
1030,S11501543,18,2025-05-20,733
1031,S11501543,94,2025-05-21,734
1032,S11501543,96,2025-05-27,735
1033,S11501543,646,2025-05-28,736
1034,S11501543,26,2025-05-28,737
1035,S11501543,96,2025-05-31,738
1036,S11501543,474,2025-06-02,739
1037,S11501543,336,2025-05-30,740
1038,S11501543,86,2025-06-03,741
1039,S11501543,122,2025-06-04,742
1040,S11501543,358,2025-06-01,743
1041,S11501543,304,2025-06-06,744
1042,S11501543,34,2025-06-03,745
1043,S11501543,839,2025-06-08,746
1044,S11501543,481,2025-06-06,747
1045,S11501543,1000,2025-06-07,748
1046,S11501543,1000,2025-06-07,748
1047,S11501543,429,2025-06-07,748
1048,S11501543,40,2025-06-06,749
1049,S11501543,40,2025-06-09,750
1050,S11501543,206,2025-06-10,751
1051,S11501543,10,2025-06-12,752
1052,S11501543,370,2025-06-13,753
1053,S11501543,324,2025-06-13,754
1054,S11501543,317,2025-06-19,755
1055,S11501543,724,2025-06-14,756
1056,S11893,637,2025-05-10,757
1057,S11893,200,2025-05-08,758
1058,S11893,22,2025-05-14,759
1059,S11893,657,2025-05-16,760
1060,S11893,20,2025-05-15,761
1061,S11893,26,2025-05-18,762
1062,S11893,204,2025-05-15,763
1063,S11893,604,2025-05-22,764
1064,S11893,28,2025-05-19,765
1065,S11893,412,2025-05-24,766
1066,S11893,298,2025-05-25,767
1067,S11893,10,2025-05-30,768
1068,S11893,483,2025-06-05,769
1069,S11893,98,2025-06-03,770
1070,S11893,54,2025-06-05,771
1071,S11893,40,2025-06-08,772
1072,S11893,708,2025-06-06,773
1073,S11893,10,2025-06-13,774
1074,S11893,40,2025-06-12,775
1075,S11893,245,2025-06-14,776
1076,S11893,36,2025-06-18,777
1077,S11893,94,2025-06-19,778
1078,S119101232,10,2025-05-11,779
1079,S119101232,102,2025-05-11,780
1080,S119101232,38,2025-05-11,781
1081,S119101232,26,2025-05-16,782
1082,S119101232,57,2025-05-12,783
1083,S119101232,10,2025-05-21,784
1084,S119101232,75,2025-05-20,785
1085,S119101232,162,2025-05-25,786
1086,S119101232,34,2025-05-26,787
1087,S119101232,440,2025-05-25,788
1088,S119101232,114,2025-05-28,789
1089,S119101232,29,2025-05-31,790
1090,S119101232,10,2025-06-07,791
1091,S119101232,10,2025-06-13,792
1092,S119101232,10,2025-06-12,793
1093,S119101232,10,2025-06-11,794
1094,S119101232,10,2025-06-17,795
1095,S119101232,10,2025-06-14,796
1096,S119101232,10,2025-06-18,797
1097,S16063,292,2025-05-10,798
1098,S16063,669,2025-05-12,799
1099,S16063,10,2025-05-14,800
1100,S16063,22,2025-05-11,801
1101,S16063,558,2025-05-17,802
1102,S16063,36,2025-05-12,803
1103,S16063,28,2025-05-19,804
1104,S16063,278,2025-05-20,805
1105,S16063,28,2025-05-20,806
1106,S16063,136,2025-05-27,807
1107,S16063,14,2025-05-28,808
1108,S16063,645,2025-05-31,809
1109,S16063,162,2025-05-28,810
1110,S16063,294,2025-05-30,811
1111,S16063,194,2025-06-05,812
1112,S16063,22,2025-06-02,813
1113,S16063,10,2025-06-06,814
1114,S16063,34,2025-06-03,815
1115,S16063,16,2025-06-14,816
1116,S16063,96,2025-06-10,817
1117,S16063,268,2025-06-14,818
1118,S16063,286,2025-06-12,819
1119,S16063,10,2025-06-17,820
1120,S16063,36,2025-06-14,821
1121,S16073,10,2025-05-04,822
1122,S16073,10,2025-05-08,823
1123,S16073,60,2025-05-12,824
1124,S16073,70,2025-05-14,825
1125,S16073,74,2025-05-18,826
1126,S16073,12,2025-05-18,827
1127,S16073,54,2025-05-20,828
1128,S16073,74,2025-05-22,829
1129,S16073,26,2025-06-01,830
1130,S16073,10,2025-06-05,831
1131,S16073,70,2025-06-08,832
1132,S16073,10,2025-06-11,833
1133,S16073,464,2025-06-15,834
1134,S16073,26,2025-06-16,835
1135,S16083,10,2025-05-12,836
1136,S16083,38,2025-05-07,837
1137,S16083,24,2025-05-12,838
1138,S16083,10,2025-05-16,839
1139,S16083,10,2025-05-15,840
1140,S16083,14,2025-05-16,841
1141,S16083,10,2025-05-18,842
1142,S16083,10,2025-05-23,843
1143,S16083,10,2025-05-23,844
1144,S16083,64,2025-05-26,845
1145,S16083,24,2025-05-23,846
1146,S16083,10,2025-05-25,847
1147,S16083,106,2025-05-31,848
1148,S16083,26,2025-06-02,849
1149,S16083,10,2025-05-28,850
1150,S16083,116,2025-06-05,851
1151,S16083,10,2025-06-03,852
1152,S16083,214,2025-06-08,853
1153,S16083,62,2025-06-07,854
1154,S16083,10,2025-06-10,855
1155,S22124582,11,2025-05-13,856
1156,S22124582,10,2025-05-17,857
1157,S22124582,10,2025-05-26,858
1158,S22124582,10,2025-06-07,859
1159,S22124582,10,2025-06-15,860
1160,S22124582,10,2025-06-15,861
1161,S22124584,11,2025-05-05,862
1162,S22124584,10,2025-05-13,863
1163,S22124584,68,2025-05-20,864
1164,S22124584,10,2025-05-30,865
1165,S22124584,41,2025-06-09,866
1166,S22124584,80,2025-06-09,867
1167,S22124585,11,2025-05-10,868
1168,S22124585,10,2025-05-14,869
1169,S22124585,68,2025-05-18,870
1170,S22124585,10,2025-05-30,871
1171,S22124585,41,2025-06-04,872
1172,S22124585,80,2025-06-10,873
1173,S60133,685,2025-05-10,874
1174,S60133,324,2025-05-09,875
1175,S60133,108,2025-05-12,876
1176,S60133,1000,2025-05-15,877
1177,S60133,563,2025-05-15,877
1178,S60133,318,2025-05-13,878
1179,S60133,54,2025-05-17,879
1180,S60133,12,2025-05-13,880
1181,S60133,84,2025-05-17,881
1182,S60133,60,2025-05-20,882
1183,S60133,1000,2025-05-23,883
1184,S60133,102,2025-05-23,883
1185,S60133,1000,2025-05-25,884
1186,S60133,849,2025-05-25,884
1187,S60133,325,2025-05-22,885
1188,S60133,450,2025-05-26,886
1189,S60133,301,2025-05-26,887
1190,S60133,10,2025-05-27,888
1191,S60133,693,2025-05-29,889
1192,S60133,1000,2025-05-28,890
1193,S60133,596,2025-05-28,890
1194,S60133,686,2025-06-01,891
1195,S60133,48,2025-06-02,892
1196,S60133,282,2025-06-06,893
1197,S60133,1000,2025-06-06,894
1198,S60133,1000,2025-06-06,894
1199,S60133,923,2025-06-06,894
1200,S60133,10,2025-06-02,895
1201,S60133,192,2025-06-04,896
1202,S60133,10,2025-06-04,897
1203,S60133,60,2025-06-08,898
1204,S60133,10,2025-06-07,899
1205,S60133,1000,2025-06-08,900
1206,S60133,1000,2025-06-08,900
1207,S60133,455,2025-06-08,900
1208,S60133,10,2025-06-15,901
1209,S60133,240,2025-06-11,902
1210,S60133,12,2025-06-15,903
1211,S60193,60,2025-05-07,904
1212,S60193,10,2025-05-14,905
1213,S60193,10,2025-05-15,906
1214,S60193,86,2025-05-18,907
1215,S60193,10,2025-05-17,908
1216,S60193,10,2025-05-22,909
1217,S60193,10,2025-05-22,910
1218,S60193,10,2025-05-22,911
1219,S60193,22,2025-05-19,912
1220,S60193,138,2025-05-23,913
1221,S60193,10,2025-05-22,914
1222,S60193,10,2025-05-27,915
1223,S60193,44,2025-05-31,916
1224,S60193,10,2025-06-05,917
1225,S60193,10,2025-06-08,918
1226,S60193,10,2025-06-08,919
1227,S60193,398,2025-06-11,920
1228,S60223,173,2025-05-08,921
1229,S60223,36,2025-05-05,922
1230,S60223,312,2025-05-05,923
1231,S60223,10,2025-05-11,924
1232,S60223,38,2025-05-08,925
1233,S60223,56,2025-05-13,926
1234,S60223,24,2025-05-16,927
1235,S60223,309,2025-05-17,928
1236,S60223,118,2025-05-12,929
1237,S60223,95,2025-05-13,930
1238,S60223,147,2025-05-19,931
1239,S60223,142,2025-05-17,932
1240,S60223,148,2025-05-20,933
1241,S60223,383,2025-05-25,934
1242,S60223,10,2025-05-22,935
1243,S60223,122,2025-05-24,936
1244,S60223,14,2025-05-27,937
1245,S60223,364,2025-05-28,938
1246,S60223,210,2025-05-29,939
1247,S60223,34,2025-06-02,940
1248,S60223,10,2025-06-03,941
1249,S60223,10,2025-06-07,942
1250,S60223,30,2025-06-08,943
1251,S60223,166,2025-06-11,944
1252,S60223,10,2025-06-12,945
1253,S60223,86,2025-06-07,946
1254,S60223,154,2025-06-17,947
1255,S60233,76,2025-05-13,948
1256,S60233,114,2025-05-17,949
1257,S60233,443,2025-05-14,950
1258,S60233,10,2025-05-17,951
1259,S60233,150,2025-05-17,952
1260,S60233,68,2025-05-22,953
1261,S60233,228,2025-05-25,954
1262,S60233,68,2025-05-30,955
1263,S60233,96,2025-06-04,956
1264,S60233,14,2025-06-05,957
1265,S60233,10,2025-06-11,958
1266,S60233,18,2025-06-06,959
1267,S60233,10,2025-06-10,960
1268,S60233,126,2025-06-11,961
1269,S60233,12,2025-06-13,962
1270,S60273,78,2025-05-07,963
1271,S60273,10,2025-05-06,964
1272,S60273,10,2025-05-07,965
1273,S60273,18,2025-05-14,966
1274,S60273,302,2025-05-16,967
1275,S60273,10,2025-05-14,968
1276,S60273,10,2025-05-23,969
1277,S60273,275,2025-05-27,970
1278,S60273,10,2025-06-01,971
1279,S60273,10,2025-06-08,972
1280,S60273,212,2025-06-10,973
1281,S60273,506,2025-06-11,974
1282,S60273,140,2025-06-16,975
1283,S60283,10,2025-05-07,976
1284,S60283,148,2025-05-11,977
1285,S60283,551,2025-05-11,978
1286,S60283,74,2025-05-15,979
1287,S60283,52,2025-05-17,980
1288,S60283,192,2025-05-17,981
1289,S60283,60,2025-05-19,982
1290,S60283,54,2025-05-22,983
1291,S60283,10,2025-05-24,984
1292,S60283,10,2025-05-27,985
1293,S60283,40,2025-06-01,986
1294,S60283,839,2025-06-02,987
1295,S60283,565,2025-06-07,988
1296,S60283,44,2025-06-07,989
1297,S60283,198,2025-06-09,990
1298,S60283,88,2025-06-10,991
1299,S60283,10,2025-06-11,992
1300,S60283,60,2025-06-11,993
1301,S60283,10,2025-06-13,994
1302,S60283,68,2025-06-15,995
1303,S60283,50,2025-06-12,996
1304,S60283,50,2025-06-13,997
1305,S60283,228,2025-06-16,998
1306,S60283,30,2025-06-18,999
1307,S60313,10,2025-05-09,1000
1308,S60313,22,2025-05-09,1001
1309,S60313,10,2025-05-16,1002
1310,S60313,10,2025-05-15,1003
1311,S60313,140,2025-05-14,1004
1312,S60313,286,2025-05-23,1005
1313,S60313,10,2025-05-20,1006
1314,S60313,68,2025-05-22,1007
1315,S60313,92,2025-05-27,1008
1316,S60313,36,2025-05-26,1009
1317,S60313,643,2025-05-25,1010
1318,S60313,58,2025-06-06,1011
1319,S60313,10,2025-06-04,1012
1320,S60313,26,2025-06-07,1013
1321,S60313,54,2025-06-10,1014
1322,S60313,622,2025-06-11,1015
1323,S60313,44,2025-06-14,1016
1324,S60313,10,2025-06-13,1017
1325,S60313,235,2025-06-17,1018
1326,S60423,594,2025-05-09,1019
1327,S60423,236,2025-05-12,1020
1328,S60423,10,2025-05-15,1021
1329,S60423,350,2025-05-17,1022
1330,S60423,10,2025-05-16,1023
1331,S60423,10,2025-05-22,1024
1332,S60423,10,2025-05-27,1025
1333,S60423,10,2025-06-01,1026
1334,S60423,126,2025-06-05,1027
1335,S60423,10,2025-06-07,1028
1336,S60423,10,2025-06-12,1029
1337,S60423,242,2025-06-14,1030
1338,S60423,170,2025-06-14,1031
1339,S60643,318,2025-05-09,1032
1340,S60643,100,2025-05-08,1033
1341,S60643,328,2025-05-15,1034
1342,S60643,10,2025-05-16,1035
1343,S60643,102,2025-05-18,1036
1344,S60643,206,2025-05-25,1037
1345,S60643,20,2025-06-07,1038
1346,S60643,336,2025-06-06,1039
1347,S60643,20,2025-06-11,1040
1348,S60643,122,2025-06-17,1041
1349,S60683,593,2025-05-08,1042
1350,S60683,236,2025-05-08,1043
1351,S60683,16,2025-05-17,1044
1352,S60683,265,2025-05-15,1045
1353,S60683,12,2025-05-17,1046
1354,S60683,10,2025-05-19,1047
1355,S60683,223,2025-05-21,1048
1356,S60683,174,2025-06-02,1049
1357,S60683,54,2025-06-04,1050
1358,S60683,122,2025-06-05,1051
1359,S60683,10,2025-06-04,1052
1360,S60683,1000,2025-06-09,1053
1361,S60683,348,2025-06-09,1053
1362,S60683,100,2025-06-13,1054
1363,S60683,10,2025-06-17,1055
1364,S60683,1000,2025-06-12,1056
1365,S60683,1000,2025-06-12,1056
1366,S60683,712,2025-06-12,1056
1367,S60683,170,2025-06-16,1057
1368,S60743,70,2025-05-08,1058
1369,S60743,258,2025-05-07,1059
1370,S60743,757,2025-05-10,1060
1371,S60743,158,2025-05-10,1061
1372,S60743,18,2025-05-09,1062
1373,S60743,82,2025-05-14,1063
1374,S60743,682,2025-05-10,1064
1375,S60743,288,2025-05-14,1065
1376,S60743,10,2025-05-13,1066
1377,S60743,220,2025-05-17,1067
1378,S60743,1000,2025-05-18,1068
1379,S60743,830,2025-05-18,1068
1380,S60743,196,2025-05-18,1069
1381,S60743,10,2025-05-18,1070
1382,S60743,488,2025-05-21,1071
1383,S60743,1000,2025-05-20,1072
1384,S60743,324,2025-05-20,1072
1385,S60743,252,2025-05-21,1073
1386,S60743,648,2025-05-25,1074
1387,S60743,807,2025-05-23,1075
1388,S60743,116,2025-05-21,1076
1389,S60743,40,2025-05-28,1077
1390,S60743,969,2025-05-25,1078
1391,S60743,180,2025-05-26,1079
1392,S60743,182,2025-05-30,1080
1393,S60743,713,2025-05-31,1081
1394,S60743,72,2025-05-30,1082
1395,S60743,10,2025-06-03,1083
1396,S60743,816,2025-06-04,1084
1397,S60743,418,2025-05-30,1085
1398,S60743,832,2025-06-03,1086
1399,S60743,48,2025-06-01,1087
1400,S60743,660,2025-06-09,1088
1401,S60743,38,2025-06-06,1089
1402,S60743,533,2025-06-05,1090
1403,S60743,54,2025-06-06,1091
1404,S60743,668,2025-06-10,1092
1405,S60743,731,2025-06-10,1093
1406,S60743,702,2025-06-14,1094
1407,S60743,597,2025-06-14,1095
1408,S60743,1000,2025-06-12,1096
1409,S60743,115,2025-06-12,1096
1410,S60743,603,2025-06-15,1097
1411,S60743,76,2025-06-17,1098
1412,S60743,309,2025-06-14,1099
1413,S60933,347,2025-05-06,1100
1414,S60933,626,2025-05-09,1101
1415,S60933,10,2025-05-09,1102
1416,S60933,20,2025-05-08,1103
1417,S60933,112,2025-05-12,1104
1418,S60933,10,2025-05-11,1105
1419,S60933,34,2025-05-11,1106
1420,S60933,379,2025-05-14,1107
1421,S60933,14,2025-05-20,1108
1422,S60933,28,2025-05-21,1109
1423,S60933,293,2025-05-20,1110
1424,S60933,10,2025-05-20,1111
1425,S60933,114,2025-05-22,1112
1426,S60933,38,2025-05-27,1113
1427,S60933,246,2025-05-29,1114
1428,S60933,58,2025-05-31,1115
1429,S60933,22,2025-05-28,1116
1430,S60933,30,2025-05-28,1117
1431,S60933,68,2025-06-02,1118
1432,S60933,10,2025-06-06,1119
1433,S60933,22,2025-06-16,1120
1434,S60933,10,2025-06-13,1121
1435,S60933,96,2025-06-18,1122
1436,S61013,10,2025-05-07,1123
1437,S61013,99,2025-05-11,1124
1438,S61013,14,2025-05-09,1125
1439,S61013,14,2025-05-12,1126
1440,S61013,112,2025-05-19,1127
1441,S61013,346,2025-05-18,1128
1442,S61013,62,2025-05-19,1129
1443,S61013,10,2025-05-20,1130
1444,S61013,10,2025-05-27,1131
1445,S61013,36,2025-06-03,1132
1446,S61013,10,2025-06-05,1133
1447,S61013,13,2025-06-14,1134
1448,S61013,93,2025-06-16,1135
1449,S61013,10,2025-06-20,1136
1450,S61073,1000,2025-05-08,1137
1451,S61073,1000,2025-05-08,1137
1452,S61073,58,2025-05-08,1137
1453,S61073,993,2025-05-10,1138
1454,S61073,734,2025-05-09,1139
1455,S61073,854,2025-05-12,1140
1456,S61073,731,2025-05-09,1141
1457,S61073,455,2025-05-15,1142
1458,S61073,1000,2025-05-09,1143
1459,S61073,934,2025-05-09,1143
1460,S61073,1000,2025-05-12,1144
1461,S61073,1000,2025-05-12,1144
1462,S61073,1000,2025-05-12,1144
1463,S61073,1000,2025-05-12,1144
1464,S61073,49,2025-05-12,1144
1465,S61073,1000,2025-05-17,1145
1466,S61073,990,2025-05-17,1145
1467,S61073,433,2025-05-16,1146
1468,S61073,1000,2025-05-16,1147
1469,S61073,1000,2025-05-16,1147
1470,S61073,536,2025-05-16,1147
1471,S61073,1000,2025-05-20,1148
1472,S61073,636,2025-05-20,1148
1473,S61073,722,2025-05-16,1149
1474,S61073,1000,2025-05-22,1150
1475,S61073,1000,2025-05-22,1150
1476,S61073,561,2025-05-22,1150
1477,S61073,850,2025-05-18,1151
1478,S61073,1000,2025-05-21,1152
1479,S61073,1000,2025-05-21,1152
1480,S61073,470,2025-05-21,1152
1481,S61073,1000,2025-05-25,1153
1482,S61073,1000,2025-05-25,1153
1483,S61073,1000,2025-05-25,1153
1484,S61073,1000,2025-05-25,1153
1485,S61073,670,2025-05-25,1153
1486,S61073,1000,2025-05-20,1154
1487,S61073,650,2025-05-20,1154
1488,S61073,931,2025-05-21,1155
1489,S61073,1000,2025-05-24,1156
1490,S61073,1000,2025-05-24,1156
1491,S61073,1000,2025-05-24,1156
1492,S61073,1000,2025-05-24,1156
1493,S61073,388,2025-05-24,1156
1494,S61073,1000,2025-05-26,1157
1495,S61073,452,2025-05-26,1157
1496,S61073,1000,2025-05-31,1158
1497,S61073,1000,2025-05-31,1158
1498,S61073,912,2025-05-31,1158
1499,S61073,390,2025-05-25,1159
1500,S61073,1000,2025-06-01,1160
1501,S61073,495,2025-06-01,1160
1502,S61073,1000,2025-05-30,1161
1503,S61073,918,2025-05-30,1161
